lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
23.08,61.49,141,27.66,0.731,35.1,27.18,24.39,19.88,14.43
20.56,70.78,131,28.43,0.693,34.83,27.59,24.7,20.65,15.38
23.86,75.55,4,26.6,0.704,34.54,26.04,22.84,18.6,13.0
16.71,63.55,263,26.32,0.622,35.04,25.23,22.85,18.71,13.34
23.4,71.31,26,27.29,0.707,34.74,26.93,24.59,20.13,14.82
9.21,61.34,24,29.14,0.766,34.98,27.99,24.88,20.87,15.52
13.85,70.26,266,26.66,0.643,34.78,25.65,22.98,18.57,13.21
11.61,62.79,229,27.9,0.645,35.14,26.95,23.92,19.86,14.52
11.13,72.51,269,27.25,0.677,34.6,26.36,23.5,20.02,14.59
10.25,65.12,125,29.1,0.638,35.19,28.0,25.02,21.33,15.26
17.96,67.88,172,27.98,0.702,34.89,26.65,23.61,20.07,14.27
20.5,70.19,234,26.06,0.602,34.73,25.32,22.58,18.61,12.72
17.25,62.91,295,26.66,0.794,35.02,25.55,22.11,18.46,12.64
10.35,72.61,275,27.77,0.746,34.83,26.85,23.82,19.0,13.21
20.98,65.14,76,28.27,0.721,34.91,27.56,25.9,21.13,15.94
18.18,71.26,308,25.87,0.699,34.78,24.99,21.68,17.17,12.07
14.21,62.69,214,26.86,0.704,35.18,26.05,23.08,18.6,13.3
18.79,71.7,158,27.67,0.654,34.79,26.67,23.93,20.25,14.45
12.16,62.18,302,27.3,0.664,35.06,26.54,23.65,18.95,13.17
13.52,67.23,204,28.1,0.754,34.99,27.12,24.01,19.37,13.68
22.68,64.2,149,27.54,0.658,35.05,26.68,24.14,19.99,14.27
12.65,72.72,75,30.24,0.793,34.52,29.44,26.59,22.55,17.44
15.52,64.45,229,26.56,0.694,35.14,25.46,22.43,18.68,12.77
22.24,74.99,304,25.86,0.635,34.54,24.6,22.04,17.84,12.43
19.32,75.16,62,28.22,0.723,34.58,27.08,24.06,19.88,14.0
9.0,63.34,58,29.93,0.801,35.1,29.12,25.95,22.21,16.86
10.36,70.44,274,27.97,0.741,34.73,26.95,24.26,19.8,14.18
8.13,61.49,108,30.68,0.808,35.22,29.59,26.3,22.25,16.41
18.09,66.66,187,27.41,0.692,34.82,26.67,24.35,20.48,14.82
15.16,72.13,229,27.32,0.713,34.66,26.41,24.0,19.76,14.41
10.15,71.21,48,29.62,0.678,34.87,28.49,25.82,22.06,16.07
23.33,70.62,319,25.52,0.695,34.78,24.62,21.6,17.16,11.47
16.47,64.8,268,26.54,0.661,34.9,25.35,22.2,18.73,13.17
11.87,66.43,215,27.63,0.67,34.95,26.38,22.77,18.54,12.63
16.01,61.75,290,26.63,0.693,35.17,25.7,23.34,19.06,13.28
18.87,72.22,254,25.98,0.672,34.55,25.05,21.92,17.24,12.17
9.22,68.57,358,28.72,0.693,35.02,27.72,24.98,20.43,14.54
12.4,72.05,87,29.63,0.762,34.9,28.58,25.76,21.33,15.67
20.91,64.23,181,27.31,0.691,35.04,26.23,22.88,18.33,12.98
15.35,65.52,25,28.49,0.724,34.96,27.57,24.52,19.95,14.43
16.75,65.68,222,27.42,0.758,34.98,26.52,23.3,19.21,13.54
14.93,60.44,49,29.52,0.755,35.27,28.54,25.9,22.04,16.77
8.7,65.8,334,28.16,0.71,35.01,27.09,24.48,20.5,14.37
10.65,73.66,175,29.05,0.714,34.68,28.37,25.44,20.06,14.77
15.13,75.25,311,27.6,0.665,34.73,26.39,23.3,18.79,13.0
11.35,68.81,274,27.6,0.714,34.96,26.35,23.55,19.91,13.64
8.8,67.74,35,29.78,0.744,34.79,28.33,25.79,21.15,16.3
21.5,60.52,217,25.76,0.635,35.27,24.93,21.66,17.52,12.03
23.7,74.95,209,25.95,0.656,34.72,24.76,22.56,18.02,12.75
20.69,60.22,160,27.43,0.695,35.22,26.6,23.68,20.11,14.93
21.66,76.06,7,27.51,0.701,34.62,26.65,23.77,19.35,13.57
11.87,68.32,269,27.0,0.685,34.84,25.85,23.48,19.66,14.08
23.37,65.81,126,27.66,0.725,34.85,26.94,24.06,19.67,14.16
11.15,75.71,325,28.02,0.816,34.76,27.02,24.08,19.01,13.3
23.22,60.41,356,26.3,0.708,35.05,25.8,22.68,18.76,13.62
23.92,69.88,90,27.9,0.692,34.97,27.22,24.2,19.33,14.23
19.39,69.33,42,28.13,0.763,34.82,27.23,24.13,19.67,14.13
23.7,63.73,159,27.38,0.649,35.18,26.12,22.76,19.41,14.06
17.11,67.29,202,27.44,0.67,34.91,26.68,23.22,20.38,15.13
12.15,71.09,282,27.38,0.72,34.85,26.53,23.6,19.51,14.09
14.99,72.36,332,27.37,0.718,34.75,26.65,23.38,18.92,13.25
17.5,60.01,288,25.91,0.671,35.13,24.52,21.88,17.79,11.55
9.17,75.93,91,30.07,0.748,34.58,29.01,26.07,21.44,15.97
17.96,62.8,125,28.53,0.702,35.07,27.74,24.41,20.14,14.88
23.7,63.97,126,27.87,0.711,35.11,27.3,24.9,21.44,15.66
11.04,64.48,52,29.35,0.741,35.03,28.41,25.42,21.4,15.95
20.68,60.64,103,28.29,0.754,35.2,27.43,24.71,20.04,14.67
22.53,62.09,361,26.76,0.662,35.01,25.73,23.39,19.45,14.09
23.1,76.77,187,26.43,0.651,34.4,25.59,22.75,17.97,12.5
23.36,65.36,205,25.9,0.582,34.99,25.16,22.37,17.52,11.72
16.34,61.96,14,28.15,0.75,35.14,27.35,24.91,21.12,15.98
23.64,61.82,104,28.13,0.727,35.02,27.0,24.05,19.65,14.13
20.12,72.23,117,28.08,0.621,34.77,27.26,24.77,21.3,15.64
10.59,74.53,304,27.51,0.713,34.68,26.14,23.26,18.74,12.75
15.63,64.37,93,29.3,0.733,35.04,28.39,25.57,21.97,16.59
19.49,60.36,144,28.29,0.75,35.19,27.17,24.34,20.9,16.14
11.96,63.79,110,29.61,0.754,34.92,28.28,25.3,21.26,15.69
18.25,60.96,163,27.98,0.677,35.03,27.43,24.43,20.21,14.56
18.67,61.76,53,28.51,0.794,35.17,27.33,24.23,19.89,14.39
10.6,67.34,3,28.88,0.799,34.82,27.69,24.4,20.09,14.56
17.04,63.91,68,28.43,0.715,34.97,27.48,24.49,19.75,14.14
20.35,68.77,246,26.66,0.685,34.88,25.37,22.45,18.6,13.73
15.98,64.31,138,28.72,0.713,35.23,27.91,25.18,21.32,15.83
8.19,75.99,308,28.19,0.648,34.52,26.94,24.08,19.89,14.0
8.14,75.4,352,28.48,0.777,34.79,27.16,24.6,20.51,14.66
13.71,69.64,287,26.92,0.646,34.81,26.1,23.58,19.3,14.14
22.82,66.03,66,27.98,0.76,35.02,26.89,24.41,19.82,14.41
11.66,66.48,347,27.54,0.724,35.04,26.59,23.66,19.04,13.44
18.15,67.0,325,26.44,0.675,35.02,25.53,22.54,18.21,12.58
11.55,72.37,155,28.8,0.732,34.74,27.76,24.48,20.23,14.93
13.15,67.68,87,29.04,0.769,34.87,28.01,25.52,21.88,16.15
21.57,74.56,33,27.64,0.662,34.7,26.82,23.64,19.81,14.26
19.66,76.05,68,28.33,0.773,34.6,26.99,23.83,20.35,15.07
9.53,65.71,187,29.11,0.749,34.93,27.84,25.03,21.21,15.49
14.86,69.53,192,27.44,0.753,34.96,26.27,23.3,18.57,13.45
8.47,61.62,213,28.4,0.717,35.18,27.51,25.09,20.39,14.4
15.69,63.41,88,28.78,0.739,34.99,27.85,24.75,20.22,14.73
18.6,67.03,351,26.61,0.679,34.83,25.7,22.87,18.63,13.15
9.9,63.51,108,30.04,0.794,35.26,29.33,25.88,21.47,15.33
12.62,74.9,240,27.5,0.768,34.55,26.07,23.56,19.73,14.01
14.37,62.69,216,27.56,0.679,35.17,26.85,23.5,19.88,14.55
22.71,67.75,177,26.51,0.66,34.93,25.69,23.6,19.02,13.3
23.89,70.3,53,27.59,0.697,34.86,26.64,23.75,19.0,13.42
8.72,71.76,330,28.39,0.629,34.92,27.18,24.28,20.84,15.21
20.18,66.51,49,28.36,0.698,35.04,27.38,24.52,20.51,15.31
13.95,74.77,114,29.41,0.733,34.69,28.7,25.52,21.2,15.8
14.28,69.66,95,29.55,0.862,34.79,28.6,25.86,22.4,16.76
20.07,67.47,25,28.01,0.721,34.83,27.27,24.29,20.68,14.97
22.69,61.14,132,27.74,0.722,35.4,26.77,23.81,19.48,14.24
23.21,67.9,179,26.94,0.619,34.88,26.15,23.72,19.97,14.51
17.23,73.95,145,28.64,0.727,34.63,27.88,24.5,20.86,15.67
13.71,70.45,364,28.24,0.755,34.81,27.46,24.52,20.76,15.44
20.6,74.15,198,27.15,0.785,34.65,26.02,23.09,19.5,13.02
12.02,68.4,325,27.9,0.68,35.02,27.02,24.22,19.74,14.56
17.03,62.01,84,28.65,0.657,35.17,27.68,24.68,20.59,15.13
13.74,60.23,157,28.26,0.687,35.06,27.33,24.39,20.94,15.52
18.51,65.15,85,28.62,0.698,34.93,27.61,25.31,21.06,14.96
11.85,71.87,253,26.94,0.648,34.73,26.21,23.53,19.17,13.53
11.07,73.43,72,29.7,0.797,34.77,28.69,25.56,21.51,16.02
22.69,65.03,223,26.02,0.664,34.85,25.08,22.44,17.71,11.83
9.63,68.43,276,27.95,0.663,34.91,26.76,23.94,19.97,14.87
16.1,67.16,283,26.75,0.729,34.99,25.97,23.32,18.56,13.28
11.53,66.98,264,27.58,0.773,35.01,26.68,23.73,20.13,14.51
8.62,63.93,246,27.69,0.633,35.03,26.6,23.54,18.8,13.84
8.58,62.32,341,28.89,0.784,35.21,27.7,24.31,20.55,15.16
10.8,63.34,61,29.89,0.76,34.98,29.02,26.48,22.09,17.0
21.87,60.94,259,25.89,0.609,35.26,24.94,22.34,17.82,12.07
12.52,63.37,7,27.92,0.65,35.06,26.78,24.06,19.97,14.62
23.21,60.16,188,26.96,0.661,35.2,26.65,24.01,20.03,14.94
17.31,70.66,4,28.22,0.696,34.78,27.36,24.88,20.82,15.68
14.99,65.38,231,27.07,0.688,35.05,26.07,22.72,18.76,13.56
17.28,76.54,133,28.52,0.811,34.43,27.5,24.62,20.79,15.67
16.27,63.29,125,28.61,0.708,35.16,27.61,24.21,19.31,14.27
20.14,65.88,15,27.0,0.624,35.05,26.37,23.44,19.39,13.2
12.52,66.08,13,28.42,0.709,34.93,27.56,24.8,20.15,14.53
13.65,60.14,118,29.73,0.803,35.19,28.59,25.58,20.97,14.95
22.31,74.27,240,26.17,0.645,34.54,25.27,22.98,18.44,12.42
23.14,60.54,263,25.32,0.656,35.06,24.24,21.32,16.43,10.78
22.28,75.98,360,26.58,0.674,34.58,25.8,22.73,18.63,13.0
14.71,75.17,6,28.76,0.735,34.61,26.98,24.12,19.31,14.22
20.49,69.1,320,25.98,0.713,34.8,24.8,21.64,17.7,11.84
15.62,69.24,231,26.75,0.634,34.71,25.8,22.72,19.23,13.78
15.96,71.11,30,28.27,0.676,34.8,26.78,24.23,20.75,15.73
11.27,66.58,22,28.55,0.69,34.9,27.95,25.4,20.86,15.32
17.46,71.0,156,27.95,0.722,34.68,26.84,24.03,19.45,14.54
10.98,60.76,118,29.47,0.756,35.3,28.51,25.81,22.03,15.96
13.31,60.92,340,27.43,0.721,35.07,26.67,24.44,20.36,14.61
21.68,67.77,193,27.13,0.681,34.95,26.34,23.48,19.35,14.31
11.31,69.34,346,27.77,0.695,34.68,26.71,23.61,18.98,13.28
9.14,75.09,195,28.53,0.739,34.45,27.32,24.61,20.56,14.99
9.1,61.78,168,28.87,0.804,35.18,27.51,24.85,21.1,16.1
23.05,73.99,239,25.69,0.594,34.61,24.77,22.26,17.85,12.55
16.11,63.57,362,27.44,0.657,34.94,26.51,24.02,20.11,14.11
14.55,66.7,244,26.99,0.681,35.03,26.0,23.46,19.42,14.11
20.97,65.38,69,28.26,0.799,35.02,27.21,24.47,20.11,14.4
21.37,66.8,95,28.61,0.685,34.72,27.97,25.32,21.2,15.55
13.32,62.56,77,29.19,0.745,35.19,27.89,25.14,20.62,15.09
19.1,68.56,171,28.06,0.677,34.75,27.28,23.96,20.2,14.53
20.34,73.63,1,26.93,0.694,34.48,26.22,22.86,18.35,13.0
18.47,67.51,62,28.41,0.64,34.82,27.55,24.41,20.07,14.31
10.43,68.34,207,28.67,0.689,34.86,27.94,25.34,21.6,16.19
22.01,74.43,154,28.33,0.771,34.63,27.58,24.56,20.25,14.98
16.63,72.0,274,27.01,0.681,34.56,26.34,23.54,19.07,13.55
12.52,68.34,48,29.14,0.714,34.73,27.57,25.19,21.16,15.68
14.8,64.38,137,28.98,0.738,34.95,28.18,25.64,22.26,16.79
8.6,75.04,1,29.14,0.742,34.53,28.14,24.62,20.99,15.53
10.05,69.81,235,27.85,0.728,34.88,26.88,24.24,20.38,14.85
20.25,63.76,256,25.72,0.558,35.01,24.96,22.2,18.5,12.95
8.0,64.58,107,30.23,0.735,35.09,29.01,25.95,22.05,16.52
14.67,73.65,173,28.04,0.673,34.76,27.21,24.27,20.27,14.82
16.36,60.75,130,28.4,0.747,35.23,27.8,24.83,21.1,15.47
8.87,76.87,294,27.65,0.699,34.22,26.17,22.93,18.97,13.42
23.57,62.22,40,27.52,0.753,35.08,26.95,24.15,20.03,14.82
11.62,73.53,338,28.22,0.75,34.64,27.15,24.92,20.9,16.0
12.87,66.71,16,28.52,0.712,34.93,27.37,24.81,20.85,16.09
12.86,68.37,127,29.23,0.745,34.66,27.96,24.48,20.5,15.04
11.69,74.97,349,28.36,0.773,34.52,27.39,24.59,20.64,14.83
8.02,67.02,203,28.6,0.785,34.78,27.8,24.99,20.5,14.93
19.67,69.14,134,28.25,0.714,34.74,27.29,24.13,19.95,14.49
23.47,60.84,259,25.54,0.597,35.14,24.86,21.7,17.1,11.92
11.59,60.04,14,28.81,0.65,35.12,27.76,25.2,21.21,15.49
18.61,64.16,66,28.17,0.631,34.95,26.94,24.15,20.19,14.65
19.87,71.57,351,26.97,0.698,34.72,26.05,23.06,19.49,13.68
21.57,62.06,342,26.93,0.696,35.07,25.95,23.28,19.3,14.3
14.76,61.93,195,27.78,0.676,35.14,26.59,24.39,20.14,14.8
12.85,66.99,114,29.13,0.796,34.88,28.02,25.2,20.93,15.33
13.2,71.01,159,29.13,0.736,34.6,28.05,25.27,21.43,15.95
19.4,72.11,161,27.94,0.685,34.61,27.25,24.4,20.03,14.12
21.07,63.03,254,26.14,0.701,35.05,25.28,22.32,18.28,12.91
10.91,61.35,15,29.09,0.784,35.1,27.75,25.1,21.38,16.0
13.94,75.99,37,28.49,0.723,34.42,27.73,24.81,21.52,15.49
22.43,64.43,155,27.58,0.718,35.09,26.82,24.11,20.48,14.76
20.91,74.51,27,28.02,0.736,34.65,27.21,24.79,20.48,14.89
23.76,74.68,12,26.74,0.759,34.55,26.11,23.45,19.05,13.47
20.07,73.13,67,27.71,0.696,34.66,26.83,23.6,19.75,14.1
14.29,62.87,30,28.76,0.686,34.98,27.66,24.41,20.23,14.77
17.45,73.97,96,28.79,0.759,34.73,27.93,25.42,20.73,15.65
18.58,73.08,215,26.31,0.662,34.88,25.53,22.66,19.6,14.24
9.26,70.14,194,28.76,0.737,34.73,27.74,24.95,20.92,15.77
16.71,65.73,135,28.73,0.731,35.09,27.94,24.84,21.24,15.85
19.35,64.46,290,25.7,0.577,34.94,24.83,22.23,17.99,12.4
10.68,62.07,32,29.79,0.774,35.06,28.53,26.21,22.09,16.54
20.49,68.67,39,28.1,0.699,35.0,27.1,24.3,20.26,15.0
17.34,69.95,352,26.77,0.661,34.79,26.11,23.47,19.26,13.92
23.24,66.11,206,26.49,0.649,35.02,25.68,23.23,18.82,13.72
8.68,68.08,43,29.94,0.767,34.85,28.61,26.23,23.01,17.51
12.25,66.18,337,28.23,0.727,34.77,26.95,23.88,19.93,14.01
17.62,70.9,259,26.21,0.655,35.0,25.01,22.31,17.58,12.02
12.74,75.32,249,27.45,0.74,34.57,26.59,24.1,20.04,14.09
19.43,62.79,74,28.36,0.751,35.1,27.53,25.12,20.45,14.91
20.14,66.48,319,26.16,0.652,34.87,25.65,22.7,18.26,12.41
9.64,62.39,296,27.38,0.65,35.18,26.41,23.38,19.33,13.8
16.22,70.62,274,26.0,0.673,34.85,25.17,22.28,18.4,12.94
16.14,72.39,323,27.15,0.672,34.55,26.59,23.66,18.55,13.01
13.91,75.84,359,27.91,0.7,34.58,26.71,23.78,20.37,14.78
22.93,64.74,190,25.79,0.591,35.1,24.67,21.99,17.63,12.02
21.24,76.15,138,27.87,0.723,34.67,27.12,24.1,19.91,14.75
19.16,61.08,302,26.61,0.772,35.22,25.67,23.25,19.76,14.35
19.43,70.25,311,25.93,0.628,34.86,25.1,22.16,18.75,12.79
15.39,60.97,331,27.02,0.705,35.11,26.29,23.25,18.91,13.45
22.74,75.19,353,26.68,0.72,34.47,26.0,22.79,19.12,14.07
19.11,69.01,282,25.38,0.61,34.81,24.78,22.35,18.32,12.68
19.66,71.38,166,27.43,0.596,34.62,26.36,23.17,20.13,14.52
21.79,74.14,278,25.84,0.673,34.56,25.17,22.48,18.11,12.8
12.39,62.56,26,28.69,0.734,35.02,27.51,24.85,21.41,15.65
20.91,60.66,73,27.81,0.717,35.08,27.29,23.55,19.22,13.37
11.12,74.94,115,29.26,0.75,34.66,28.29,25.02,20.49,14.52
13.53,65.35,51,28.61,0.775,34.88,27.7,24.7,20.48,15.18
13.37,62.19,171,28.24,0.713,35.3,27.11,24.82,20.07,14.83
23.66,67.96,268,25.77,0.73,34.98,24.86,21.88,17.41,11.73
21.7,70.17,3,27.71,0.729,34.91,26.95,23.93,19.71,13.86
19.22,60.53,210,26.78,0.714,35.11,26.23,23.15,18.95,13.71
19.63,64.67,338,26.95,0.679,35.03,26.38,23.31,19.57,14.04
16.99,60.56,301,26.3,0.671,35.07,25.43,22.4,18.63,12.53
23.15,67.15,342,25.64,0.572,34.94,24.74,21.75,17.63,12.25
15.94,75.22,115,29.47,0.731,34.41,28.62,25.54,20.74,15.33
14.09,76.71,167,28.22,0.76,34.64,27.48,24.38,19.43,14.35
10.61,70.83,265,27.64,0.696,34.7,26.61,23.65,19.34,14.09
20.58,62.75,227,26.33,0.615,35.12,25.38,22.86,18.43,13.2
19.75,75.4,151,28.15,0.687,34.63,27.41,24.23,19.89,14.13
14.15,68.78,268,27.17,0.657,34.79,26.12,23.1,19.65,13.74
8.4,62.61,116,30.12,0.772,35.02,28.93,25.89,21.55,16.2
21.42,75.67,88,28.3,0.686,34.56,27.44,24.6,20.15,14.65
8.18,72.88,318,28.47,0.781,34.77,27.48,24.37,20.26,14.96
19.26,72.44,242,26.16,0.663,34.69,25.22,23.01,18.71,13.24
23.52,72.06,360,27.03,0.625,34.78,26.22,23.58,19.72,14.65
15.0,63.41,329,27.04,0.743,35.14,26.09,23.51,19.51,13.88
11.76,63.59,333,27.83,0.703,35.04,26.71,23.93,20.57,15.08
19.28,71.7,40,28.26,0.738,34.72,27.68,25.23,21.01,15.32
21.07,63.74,182,26.56,0.679,35.06,26.07,22.89,19.56,13.8
16.74,67.46,209,27.57,0.714,35.02,26.57,23.54,19.72,14.62
23.47,73.29,273,25.62,0.625,34.63,24.65,21.59,17.71,12.17
8.83,73.33,119,30.93,0.811,34.78,29.74,26.78,21.88,17.12
16.08,67.71,24,28.89,0.731,34.92,28.03,25.63,20.68,14.78
19.5,73.47,258,26.12,0.668,34.59,25.21,23.03,18.29,12.82
21.8,74.26,92,28.67,0.723,34.63,27.57,24.99,20.98,15.52
10.87,71.13,161,29.26,0.736,34.64,28.16,25.27,21.47,16.34
20.8,63.88,149,27.8,0.646,34.91,27.02,24.53,20.65,14.88
16.84,64.66,117,28.26,0.718,35.07,27.51,25.1,21.01,15.34
14.34,65.35,53,28.57,0.736,35.07,27.93,25.41,21.67,15.75
10.11,61.99,302,27.62,0.773,35.12,26.46,23.53,19.91,14.85
21.84,64.64,45,27.61,0.718,35.02,26.65,23.76,19.53,13.52
10.52,63.56,265,27.5,0.666,35.0,26.38,23.35,19.48,14.01
12.96,67.74,262,27.49,0.654,34.91,26.28,23.38,19.44,14.68
12.64,75.44,307,27.55,0.707,34.78,26.39,23.29,19.52,14.36
21.94,61.78,234,25.77,0.613,35.23,24.79,21.96,17.99,12.86
18.76,72.24,35,28.34,0.698,34.7,27.5,24.65,20.65,15.67
20.75,71.68,338,26.28,0.628,34.72,25.24,22.17,17.83,12.38
12.01,61.63,197,27.76,0.69,35.1,26.88,24.85,20.83,15.38
18.0,75.68,25,28.12,0.743,34.43,27.43,24.64,20.41,14.91
17.15,69.66,202,26.99,0.6,34.77,25.83,23.41,18.89,13.36
21.33,66.18,273,25.61,0.69,35.02,24.49,22.01,18.03,12.35
22.5,72.86,36,27.82,0.696,34.59,26.88,24.62,20.11,15.02
8.19,64.38,223,28.4,0.697,35.0,27.2,24.08,19.96,14.31
18.78,71.79,352,27.0,0.716,34.62,26.35,23.33,19.09,13.5
8.83,60.68,277,27.19,0.677,35.25,26.08,22.69,18.37,12.47
16.78,74.27,18,27.83,0.663,34.5,26.97,23.65,20.11,14.86
12.6,67.62,188,28.78,0.672,34.95,27.83,24.7,21.25,16.23
12.91,70.82,257,27.4,0.72,34.87,26.21,23.3,19.08,12.91
13.65,63.76,142,29.35,0.781,35.02,28.29,25.37,21.67,16.64
17.94,71.51,136,28.45,0.707,34.67,27.52,25.62,20.89,15.61
13.34,73.13,307,27.08,0.735,34.72,26.15,23.43,18.86,13.74
19.72,68.04,79,28.69,0.732,35.04,27.51,24.94,20.81,15.43
14.47,70.5,292,27.27,0.741,34.91,26.16,23.33,18.81,13.49
9.09,67.76,62,29.74,0.724,34.88,28.65,25.39,21.44,16.04
20.54,75.2,129,27.86,0.663,34.5,26.9,24.16,20.18,14.38
12.57,68.46,341,27.38,0.671,34.84,26.07,22.75,18.63,13.09
14.92,74.31,298,26.64,0.653,34.46,25.52,22.64,19.48,13.84
18.97,73.62,257,26.41,0.708,34.6,25.23,22.57,18.61,13.44
13.32,66.98,212,27.44,0.705,34.97,26.7,23.67,19.8,14.22
8.91,63.91,54,30.11,0.743,35.01,28.94,26.13,22.22,16.87
13.98,66.9,175,28.85,0.736,34.86,27.83,24.79,20.32,14.5
23.11,74.05,100,27.93,0.691,34.63,26.91,23.74,20.42,15.47
18.27,63.87,39,28.2,0.684,35.02,27.33,24.64,19.98,14.55
18.74,68.92,263,26.37,0.658,34.92,25.61,23.09,19.11,13.2
18.12,73.7,150,27.95,0.701,34.52,26.85,24.31,20.51,15.31
11.18,66.01,121,29.37,0.721,35.01,28.14,25.21,21.5,16.08
14.69,70.92,178,27.9,0.676,34.76,26.82,23.33,19.1,13.84
20.02,64.18,301,25.78,0.676,35.08,24.62,21.81,18.01,13.45
9.62,61.86,330,28.35,0.737,34.99,27.34,24.85,20.33,15.17
12.45,73.5,120,29.24,0.785,34.75,28.36,25.07,21.64,16.47
12.42,61.68,72,29.8,0.753,35.19,28.49,26.14,21.98,16.37
14.91,64.61,219,27.42,0.649,35.18,26.61,23.17,18.87,13.4
23.69,74.54,302,25.58,0.614,34.54,24.95,22.26,17.91,12.3
9.08,65.89,123,30.11,0.814,34.91,28.44,25.78,21.8,15.91
16.3,76.54,244,26.43,0.599,34.36,25.25,22.89,18.16,12.53
10.87,76.66,75,29.49,0.812,34.45,28.3,25.54,21.79,16.63
23.53,64.56,6,27.01,0.636,35.16,26.31,23.4,19.06,13.67
9.81,60.7,21,28.49,0.756,35.2,27.5,24.67,21.09,15.24
14.46,71.99,190,27.88,0.666,34.65,26.71,23.67,19.07,13.54
19.81,67.67,225,26.6,0.644,34.91,26.05,22.63,18.58,12.84
19.27,61.71,103,28.88,0.654,35.13,27.84,24.94,21.07,15.71
14.76,72.03,344,28.02,0.785,34.53,26.86,24.12,20.28,14.58
13.54,60.53,99,29.32,0.773,35.01,28.08,25.5,21.19,15.53
14.36,74.79,318,27.41,0.718,34.72,26.38,23.38,18.78,12.9
12.23,62.36,363,28.08,0.693,35.18,27.23,24.83,20.54,15.54
11.29,62.16,83,29.56,0.72,34.96,28.33,25.42,21.78,16.27
15.73,62.99,181,28.28,0.75,35.07,27.36,24.63,21.36,15.83
12.3,76.32,152,28.95,0.69,34.48,27.95,25.33,20.58,15.18
12.6,71.78,56,29.34,0.744,34.84,28.31,25.45,21.06,15.68
18.51,73.62,190,26.96,0.629,34.7,26.11,23.27,18.48,12.77
23.5,66.76,22,27.25,0.692,34.82,26.62,24.24,19.92,14.49
17.66,65.72,68,28.88,0.66,34.98,28.01,24.67,20.32,14.84
9.23,63.99,185,28.98,0.68,35.04,28.09,25.27,20.69,15.5
9.21,68.17,10,28.66,0.695,34.87,27.34,23.95,20.51,15.24
23.22,69.38,66,28.1,0.738,34.77,27.2,23.79,20.15,14.65
12.76,70.74,264,26.8,0.653,34.77,25.56,22.72,18.71,13.22
9.47,64.37,225,27.97,0.748,34.94,26.99,23.96,19.81,14.25
17.58,76.13,123,28.1,0.773,34.44,27.42,25.16,21.41,15.94
17.98,62.89,38,28.18,0.703,34.96,27.2,24.27,19.77,14.26
18.38,76.42,123,28.17,0.656,34.44,27.31,24.82,20.82,15.37
12.28,60.25,318,27.36,0.729,35.23,26.02,23.17,18.83,12.89
8.24,68.18,156,29.51,0.694,34.92,28.4,25.19,22.03,16.34
23.44,65.67,301,25.86,0.61,35.12,24.72,21.38,16.74,11.67
12.01,67.64,321,27.81,0.636,34.87,26.78,23.56,19.35,13.65
18.82,69.7,67,27.77,0.742,34.88,26.48,23.71,19.09,13.55
19.31,67.41,133,28.41,0.745,34.91,27.86,25.46,21.66,16.23
17.76,67.05,362,27.54,0.761,34.95,26.6,23.45,19.65,14.09
13.01,72.46,140,28.88,0.719,34.78,27.84,25.24,20.86,15.19
12.34,71.66,82,29.27,0.715,34.79,28.62,25.71,21.11,15.89
17.56,74.17,58,28.56,0.706,34.64,27.64,24.47,20.21,14.4
21.86,64.25,149,27.64,0.646,34.97,26.48,23.76,19.38,13.27
23.15,70.36,131,27.77,0.76,34.81,26.87,24.47,20.39,15.28
9.69,69.95,69,29.8,0.899,34.94,29.1,26.13,22.68,16.79
10.48,66.29,345,27.47,0.665,34.97,26.22,23.63,19.8,14.51
23.12,68.26,250,25.48,0.658,34.83,24.58,21.84,18.04,12.43
19.78,65.33,320,26.04,0.645,35.07,25.46,22.73,18.63,13.58
22.13,62.41,177,27.61,0.716,34.97,26.62,23.52,20.48,14.9
11.24,63.63,72,29.67,0.802,35.02,28.59,25.84,21.78,16.12
17.4,61.79,17,28.16,0.669,35.03,27.5,24.22,20.41,15.18
19.22,71.61,329,26.81,0.655,34.72,25.8,23.08,19.42,14.29
18.88,71.23,160,27.91,0.756,34.88,26.85,24.39,20.27,15.25
14.53,76.16,70,29.02,0.761,34.62,27.66,25.32,21.3,15.05
8.25,72.4,113,29.92,0.781,34.52,28.58,25.38,21.05,14.96
17.33,60.88,232,26.09,0.673,35.1,24.98,22.28,18.18,12.36
12.05,75.03,21,28.86,0.76,34.45,27.75,24.66,21.14,15.31
15.2,74.67,135,28.88,0.783,34.72,27.98,25.13,21.5,15.85
23.32,67.54,263,25.51,0.665,34.84,24.69,22.43,18.6,13.12
14.38,69.96,111,29.22,0.744,34.81,27.98,25.37,21.63,16.19
21.44,76.59,246,25.56,0.651,34.55,24.98,21.96,17.84,12.51
11.02,69.05,283,27.27,0.686,34.86,25.99,22.94,19.22,13.51
18.76,75.39,8,27.36,0.661,34.3,26.81,23.99,19.83,14.3
23.63,61.41,284,25.67,0.638,35.18,24.9,22.1,17.35,11.83
9.63,63.25,207,28.28,0.714,35.02,27.4,24.58,21.21,15.72
8.13,67.49,194,28.55,0.659,34.98,27.54,24.26,20.08,14.43
14.94,69.94,47,28.78,0.764,34.82,28.1,25.82,22.14,16.7
9.48,73.88,342,28.0,0.748,34.71,26.9,24.66,20.41,14.6
